id,name,type,external_id,dataset,platforms,domains,tactics,in_degree,out_degree,total_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,community_id
malware--76fde8df-3495-47c9-82eb-125c4f7fb621,Latrodectus,malware,S1160,enterprise,Windows,enterprise-attack,,2,43,45,0.020604395604395604,0.0009157509157509158,0.019688644688644688,0.0,0.0009157509157509158,0
malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,Saint Bot,malware,S1018,enterprise,Windows,enterprise-attack,,2,37,39,0.017857142857142856,0.0009157509157509158,0.01694139194139194,0.0,0.0009157509157509158,0
malware--77ca1aa3-280c-4b67-abaa-e8fb891a8f83,Pay2Key,malware,S0556,enterprise,Windows,enterprise-attack,,1,8,9,0.004120879120879121,0.0004578754578754579,0.003663003663003663,0.0,0.0004578754578754579,0
malware--77e0ecf7-ca91-4c06-8012-8e728986a87a,Chaes,malware,S0631,enterprise,Windows,enterprise-attack,,0,28,28,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0,0
malware--79499993-a8d6-45eb-b343-bf58dea5bdde,Briba,malware,S0204,enterprise,Windows,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,CharmPower,malware,S0674,enterprise,Windows,enterprise-attack,,1,24,25,0.011446886446886446,0.0004578754578754579,0.010989010989010988,0.0,0.0004578754578754579,0
malware--7ba0fc46-197d-466d-8b9f-f1c64d5d81e5,TYPEFRAME,malware,S0263,enterprise,Windows,enterprise-attack,,1,15,16,0.007326007326007326,0.0004578754578754579,0.006868131868131868,0.0,0.0004578754578754579,0
malware--7bec698a-7e20-4fd3-bb6a-12787770fb1a,3PARA RAT,malware,S0066,enterprise,Windows,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--7bef1b56-4870-4e74-b32a-7dd88c390c44,Bundlore,malware,S0482,enterprise,macOS,enterprise-attack,,0,23,23,0.010531135531135532,0.0,0.010531135531135532,0.0,0.0,3
malware--7c58fff0-d206-4db1-96b1-e3a9e0e320b9,P8RAT,malware,S0626,enterprise,Windows,enterprise-attack,,1,5,6,0.002747252747252747,0.0004578754578754579,0.0022893772893772895,0.0,0.0004578754578754579,0
malware--7cc63f0f-f24f-4cda-9e9f-61bde1d52297,VIRTUALPIE,malware,S1218,enterprise,ESXi,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,1
malware--7cdfccda-2950-4167-981a-60872ff5d0db,EVILNUM,malware,S0568,enterprise,Windows,enterprise-attack,,1,14,15,0.006868131868131868,0.0004578754578754579,0.00641025641025641,5.805069364391398e-05,0.0004578754578754579,0
malware--7dbb67c7-270a-40ad-836e-c45f8948aa5a,KOMPROGO,malware,S0156,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,1
malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,SMOKEDHAM,malware,S0649,enterprise,Windows,enterprise-attack,,0,21,21,0.009615384615384616,0.0,0.009615384615384616,0.0,0.0,0
malware--7e100ca4-e639-48d9-9a9d-8ad84aa7b448,Mori,malware,S1047,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,QUADAGENT,malware,S0269,enterprise,Windows,enterprise-attack,,1,17,18,0.008241758241758242,0.0004578754578754579,0.007783882783882784,0.0,0.0004578754578754579,0
malware--7f269253-c225-45ff-87c2-5e8ef6dd369f,Sagerunex,malware,S1210,enterprise,Windows,enterprise-attack,,1,18,19,0.0086996336996337,0.0004578754578754579,0.008241758241758242,0.0,0.0004578754578754579,0
malware--7f4bbe05-1674-4087-8a16-8f1ad61b6152,TAINTEDSCRIBE,malware,S0586,enterprise,Windows,enterprise-attack,,1,16,17,0.007783882783882784,0.0004578754578754579,0.007326007326007326,0.0,0.0004578754578754579,0
malware--7f8730af-f683-423f-9ee1-5f6875a80481,Sys10,malware,S0060,enterprise,Windows,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,0
malware--800bdfba-6d66-480f-9f45-15845c05cb5d,pngdowner,malware,S0067,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,0
malware--802a874d-7463-4f2a-99e3-6a1f5a919a21,Royal,malware,S1073,enterprise,Windows | ESXi,enterprise-attack,,0,15,15,0.006868131868131868,0.0,0.006868131868131868,0.0,0.0,0
malware--805480f1-6caa-4a67-8ca9-b2b39650d986,BendyBear,malware,S0574,enterprise,Windows,enterprise-attack,,0,11,11,0.005036630036630037,0.0,0.005036630036630037,0.0,0.0,0
malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,Uroburos,malware,S0022,enterprise,Linux | Windows | macOS,enterprise-attack,,1,36,37,0.01694139194139194,0.0004578754578754579,0.016483516483516484,0.0,0.0004578754578754579,0
malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,Metamorfo,malware,S0455,enterprise,Windows,enterprise-attack,,0,46,46,0.021062271062271064,0.0,0.021062271062271064,0.0,0.0,0
malware--824a230d-0f6a-4fd0-99df-8d464db2265e,Spica,malware,S1140,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--82adb90e-43b8-4bce-9efe-afeba65457b2,Embargo,malware,S1247,enterprise,ESXi | Linux | Windows,enterprise-attack,,1,22,23,0.010531135531135532,0.0004578754578754579,0.010073260073260074,6.683468018213782e-05,0.0004578754578754579,0
malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,Trojan.Karagany,malware,S0094,enterprise,Windows,enterprise-attack,,1,22,23,0.010531135531135532,0.0004578754578754579,0.010073260073260074,0.0,0.0004578754578754579,0
malware--835a79f1-842d-472d-b8f4-d54b545c341b,Bandook,malware,S0234,enterprise,Windows,enterprise-attack,,1,26,27,0.012362637362637362,0.0004578754578754579,0.011904761904761904,0.0,0.0004578754578754579,0
malware--8393dac0-0583-456a-9372-fd81691bca20,PipeMon,malware,S0501,enterprise,Windows,enterprise-attack,,1,23,24,0.010989010989010988,0.0004578754578754579,0.010531135531135532,0.0,0.0004578754578754579,0
malware--84c1ecc6-e5a2-4e8a-bf4b-651a618e0053,SYNful Knock,malware,S0519,enterprise,Network Devices,enterprise-attack,,0,3,3,0.0013736263736263735,0.0,0.0013736263736263735,0.0,0.0,1
malware--858b0f9d-3a2a-437e-a058-afe72154f6da,MagicRAT,malware,S1182,enterprise,Windows,enterprise-attack,,1,13,14,0.00641025641025641,0.0004578754578754579,0.005952380952380952,0.0,0.0004578754578754579,0
malware--85b39628-204a-48d2-b377-ec368cbcb7ca,TINYTYPHON,malware,S0131,enterprise,,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--86b92f6c-9c05-4c51-b361-4c7bb13e21a1,KONNI,malware,S0356,enterprise,Windows,enterprise-attack,,0,40,40,0.018315018315018316,0.0,0.018315018315018316,0.0,0.0,0
malware--876f6a77-fbc5-4e13-ab1a-5611986730a3,T9000,malware,S0098,enterprise,Windows,enterprise-attack,,0,13,13,0.005952380952380952,0.0,0.005952380952380952,0.0,0.0,0
malware--8787e86d-8475-4f13-acea-d33eb83b6105,Winnti for Linux,malware,S0430,enterprise,Linux,enterprise-attack,,3,8,11,0.005036630036630037,0.0013736263736263735,0.003663003663003663,7.061908544959392e-06,0.0013736263736263737,3
malware--880f7b3e-ad27-4158-8b03-d44c9357950b,RAPIDPULSE,malware,S1113,enterprise,Network Devices | Linux,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,gh0st RAT,malware,S0032,enterprise,Windows | macOS,enterprise-attack,,12,24,36,0.016483516483516484,0.005494505494505494,0.010989010989010988,0.0002778760326429818,0.005494505494505495,0
malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,Shamoon,malware,S0140,enterprise,Windows,enterprise-attack,,0,24,24,0.010989010989010988,0.0,0.010989010989010988,0.0,0.0,0
malware--89f63ae4-f229-4a5c-95ad-6f22ed2b5c49,Skeleton Key,malware,S0007,enterprise,Windows,enterprise-attack,,1,1,2,0.0009157509157509158,0.0004578754578754579,0.0004578754578754579,0.0,0.0004578754578754579,1
malware--8a2867f9-e8fc-4bf1-a860-ef6e46311900,DnsSystem,malware,S1021,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--8a59f456-79a0-4151-9f56-9b1a67332af2,MoleNet,malware,S0553,enterprise,Windows,enterprise-attack,,1,7,8,0.003663003663003663,0.0004578754578754579,0.003205128205128205,0.0,0.0004578754578754579,0
malware--8ab98e25-1672-4b5f-a2fb-e60f08a5ea9e,CORALDECK,malware,S0212,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,1
malware--8ae43c46-57ef-47d5-a77a-eebb35628db2,JHUHUGIT,malware,S0044,enterprise,Windows,enterprise-attack,,1,20,21,0.009615384615384616,0.0004578754578754579,0.009157509157509158,0.0,0.0004578754578754579,0
malware--8b880b41-5139-4807-baa9-309690218719,SPACESHIP,malware,S0035,enterprise,Windows,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,0
malware--8bd47506-29ae-44ea-a5c1-c57e8a1ab6b0,BLUELIGHT,malware,S0657,enterprise,Windows,enterprise-attack,,1,19,20,0.009157509157509158,0.0004578754578754579,0.0086996336996337,0.0,0.0004578754578754579,0
malware--8bdfe255-e658-4ddd-a11c-b854762e451d,KGH_SPY,malware,S0526,enterprise,Windows,enterprise-attack,,1,20,21,0.009615384615384616,0.0004578754578754579,0.009157509157509158,0.0,0.0004578754578754579,0
malware--8be7c69e-d8e3-4970-9668-61de08e508cc,down_new,malware,S0472,enterprise,Windows,enterprise-attack,,1,10,11,0.005036630036630037,0.0004578754578754579,0.004578754578754579,0.0,0.0004578754578754579,0
malware--8beac7c2-48d2-4cd9-9b15-6c452f38ac06,Ixeshe,malware,S0015,enterprise,Windows,enterprise-attack,,1,15,16,0.007326007326007326,0.0004578754578754579,0.006868131868131868,0.0,0.0004578754578754579,0
malware--8c050cea-86e1-4b63-bf21-7af4fa483349,Micropsia,malware,S0339,enterprise,Windows,enterprise-attack,,1,16,17,0.007783882783882784,0.0004578754578754579,0.007326007326007326,0.0,0.0004578754578754579,0
malware--8c1d01ff-fdc0-4586-99bd-c248e0761af5,Kerrdown,malware,S0585,enterprise,Windows,enterprise-attack,,1,11,12,0.005494505494505494,0.0004578754578754579,0.005036630036630037,0.0,0.0004578754578754579,0
malware--8c553311-0baa-4146-997a-f79acef3d831,RARSTONE,malware,S0055,enterprise,Windows,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--8c8e8b01-b4b1-479b-a7a9-78c40a12b916,RedLine Stealer,malware,S1240,enterprise,Windows,enterprise-attack,,0,35,35,0.016025641025641024,0.0,0.016025641025641024,0.0,0.0,0
malware--8caa18af-4758-4fd3-9600-e8af579e89ed,VBShower,malware,S0442,enterprise,Windows,enterprise-attack,,1,5,6,0.002747252747252747,0.0004578754578754579,0.0022893772893772895,0.0,0.0004578754578754579,0
malware--8d1f89fd-4dde-40ab-80e0-a7b80249162e,BPFDoor,malware,S1161,enterprise,Linux,enterprise-attack,,0,13,13,0.005952380952380952,0.0,0.005952380952380952,0.0,0.0,0
malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,Black Basta,malware,S1070,enterprise,Windows | ESXi,enterprise-attack,,1,26,27,0.012362637362637362,0.0004578754578754579,0.011904761904761904,7.791014146946351e-05,0.0004578754578754579,0
malware--8d8518db-0f52-4f3c-8017-01389a8522bb,ZeroCleare,malware,S1151,enterprise,Windows,enterprise-attack,,2,8,10,0.004578754578754579,0.0009157509157509158,0.003663003663003663,0.0,0.0009157509157509158,1
malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,Catchamas,malware,S0261,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--8dbadf80-468c-4a62-b817-4e4d8b606887,StoneDrill,malware,S0380,enterprise,Windows,enterprise-attack,,1,15,16,0.007326007326007326,0.0004578754578754579,0.006868131868131868,0.0,0.0004578754578754579,0
malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,OopsIE,malware,S0264,enterprise,Windows,enterprise-attack,,1,19,20,0.009157509157509158,0.0004578754578754579,0.0086996336996337,0.0,0.0004578754578754579,0
malware--8e461ca3-0996-4e6e-a0df-e2a5bbc51ebc,4H RAT,malware,S0065,enterprise,Windows,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,0
malware--8ec6e3b4-b06d-4805-b6aa-af916acc2122,RogueRobin,malware,S0270,enterprise,Windows,enterprise-attack,,1,18,19,0.0086996336996337,0.0004578754578754579,0.008241758241758242,0.0,0.0004578754578754579,0
malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,Attor,malware,S0438,enterprise,Windows,enterprise-attack,,0,35,35,0.016025641025641024,0.0,0.016025641025641024,0.0,0.0,0
malware--8f460983-1bbb-4e7e-8094-f0b5e720f658,DealersChoice,malware,S0243,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,1
malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06,SQLRat,malware,S0390,enterprise,,enterprise-attack,,1,8,9,0.004120879120879121,0.0004578754578754579,0.003663003663003663,0.0,0.0004578754578754579,1
malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,LitePower,malware,S0680,enterprise,Windows,enterprise-attack,,1,12,13,0.005952380952380952,0.0004578754578754579,0.005494505494505494,0.0,0.0004578754578754579,0
malware--909617c3-6d87-4330-8f32-bd3af38c3b92,MegaCortex,malware,S0576,enterprise,Windows,enterprise-attack,,0,16,16,0.007326007326007326,0.0,0.007326007326007326,0.0,0.0,0
malware--91000a8a-58cc-4aba-9ad0-993ad6302b86,StreamEx,malware,S0142,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--919a056e-5104-43b9-ad55-2ac929108b71,BoxCaon,malware,S0651,enterprise,Windows,enterprise-attack,,1,12,13,0.005952380952380952,0.0004578754578754579,0.005494505494505494,0.0,0.0004578754578754579,0
malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,NightClub,malware,S1090,enterprise,Windows,enterprise-attack,,1,21,22,0.010073260073260074,0.0004578754578754579,0.009615384615384616,0.0,0.0004578754578754579,0
malware--925a6c52-5cf0-4fec-99de-b0d6917d8593,Crutch,malware,S0538,enterprise,Windows,enterprise-attack,,1,15,16,0.007326007326007326,0.0004578754578754579,0.006868131868131868,0.0,0.0004578754578754579,0
malware--929d0d4d-b7c6-4ee8-81eb-43c849294e27,Akira _v2,malware,S1194,enterprise,,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,0
malware--92b03a94-7147-4952-9d5a-b4d24da7487c,SDBbot,malware,S0461,enterprise,Windows,enterprise-attack,,1,24,25,0.011446886446886446,0.0004578754578754579,0.010989010989010988,0.0,0.0004578754578754579,0
malware--92b55426-109f-4d93-899f-1833ce91ff90,Mosquito,malware,S0256,enterprise,Windows,enterprise-attack,,1,17,18,0.008241758241758242,0.0004578754578754579,0.007783882783882784,0.0,0.0004578754578754579,0
malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,RTM,malware,S0148,enterprise,Windows,enterprise-attack,,1,38,39,0.017857142857142856,0.0004578754578754579,0.0173992673992674,0.0,0.0004578754578754579,0
malware--93289ecf-4d15-4d6b-a9c3-4ab27e145ef4,QUIETCANARY,malware,S1076,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--94379dec-5c87-49db-b36e-66abc0b81344,Derusbi,malware,S0021,enterprise,Windows | Linux,enterprise-attack,,4,18,22,0.010073260073260074,0.0018315018315018315,0.008241758241758242,1.2794067349152097e-05,0.0018315018315018315,0
malware--9454bb5d-3bdb-40f9-a878-b5fb446ded3d,BlackByte Ransomware,malware,S1180,enterprise,Windows,enterprise-attack,,1,21,22,0.010073260073260074,0.0004578754578754579,0.009615384615384616,0.0,0.0004578754578754579,0
malware--94d6d788-07bb-4dcc-b62f-e02626b00108,SodaMaster,malware,S0627,enterprise,Windows,enterprise-attack,,1,11,12,0.005494505494505494,0.0004578754578754579,0.005036630036630037,0.0,0.0004578754578754579,0
malware--95047f03-4811-4300-922e-1ba937d53a61,Hikit,malware,S0009,enterprise,Windows,enterprise-attack,,1,11,12,0.005494505494505494,0.0004578754578754579,0.005036630036630037,0.0,0.0004578754578754579,0
malware--951313b3-6064-4ce0-b4b6-a153c3973da7,StrelaStealer,malware,S1183,enterprise,Windows,enterprise-attack,,0,34,34,0.015567765567765568,0.0,0.015567765567765568,0.0,0.0,0
malware--958b5d06-8bb0-4c5b-a2e7-0130fe654ac7,Grandoreiro,malware,S0531,enterprise,Windows,enterprise-attack,,0,43,43,0.019688644688644688,0.0,0.019688644688644688,0.0,0.0,0
malware--959f3b19-2dc8-48d5-8942-c66813a5101a,WellMail,malware,S0515,enterprise,Windows,enterprise-attack,,1,9,10,0.004578754578754579,0.0004578754578754579,0.004120879120879121,0.0,0.0004578754578754579,0
malware--95e2cbae-d82c-4f7b-b63c-16462015d35d,LiteDuke,malware,S0513,enterprise,Windows,enterprise-attack,,1,13,14,0.00641025641025641,0.0004578754578754579,0.005952380952380952,0.0,0.0004578754578754579,0
malware--96566860-9f11-4b6f-964d-1c924e4f24a4,Starloader,malware,S0188,enterprise,Windows,enterprise-attack,,1,2,3,0.0013736263736263735,0.0004578754578754579,0.0009157509157509158,0.0,0.0004578754578754579,0
malware--96b08451-b27a-4ff6-893f-790e26393a8e,Sakula,malware,S0074,enterprise,Windows,enterprise-attack,,1,11,12,0.005494505494505494,0.0004578754578754579,0.005036630036630037,0.0,0.0004578754578754579,0
malware--96eca9b9-b37f-42f1-96dc-a2c441403194,VaporRage,malware,S0636,enterprise,Windows,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,0
malware--9752aef4-a1f3-4328-929f-b64eb0536090,RawPOS,malware,S0169,enterprise,Windows,enterprise-attack,,1,5,6,0.002747252747252747,0.0004578754578754579,0.0022893772893772895,0.0,0.0004578754578754579,0
malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,Sibot,malware,S0589,enterprise,Windows,enterprise-attack,,2,18,20,0.009157509157509158,0.0009157509157509158,0.008241758241758242,0.0,0.0009157509157509158,0
malware--97cfbdc6-504d-41e9-a46c-78a9f806ff0d,ZxxZ,malware,S1013,enterprise,Windows,enterprise-attack,,1,14,15,0.006868131868131868,0.0004578754578754579,0.00641025641025641,0.0,0.0004578754578754579,0
malware--988976ff-beeb-4fb5-b07d-ca7437ea66e8,Tarrask,malware,S1011,enterprise,Windows,enterprise-attack,,1,7,8,0.003663003663003663,0.0004578754578754579,0.003205128205128205,0.0,0.0004578754578754579,3
malware--98943603-5be6-4551-8c98-bbaf0d229d39,GoBear,malware,S1197,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,1
malware--98e8a977-3416-43aa-87fa-33e287e9c14c,WINDSHIELD,malware,S0155,enterprise,,enterprise-attack,,1,5,6,0.002747252747252747,0.0004578754578754579,0.0022893772893772895,0.0,0.0004578754578754579,0
malware--99164b38-1775-40bc-b77b-a2373b14540a,Drovorub,malware,S0502,enterprise,Linux,enterprise-attack,,1,12,13,0.005952380952380952,0.0004578754578754579,0.005494505494505494,0.0,0.0004578754578754579,0
malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,Shark,malware,S1019,enterprise,Windows,enterprise-attack,,1,17,18,0.008241758241758242,0.0004578754578754579,0.007783882783882784,0.0,0.0004578754578754579,0
malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,Bazar,malware,S0534,enterprise,Windows,enterprise-attack,,3,51,54,0.024725274725274724,0.0013736263736263735,0.023351648351648352,0.0001752978183062929,0.0013736263736263737,0
malware--9a097d18-d15f-4635-a4f1-189df7efdc40,PULSECHECK,malware,S1108,enterprise,Network Devices | Linux,enterprise-attack,,1,4,5,0.0022893772893772895,0.0004578754578754579,0.0018315018315018315,0.0,0.0004578754578754579,3
malware--9abdda30-08e0-4ab1-9cf0-d447654c6de9,Kobalos,malware,S0641,enterprise,Linux,enterprise-attack,,0,15,15,0.006868131868131868,0.0,0.006868131868131868,0.0,0.0,3
malware--9af05de0-bc09-4511-a350-5eb8b06185c1,BadPatch,malware,S0337,enterprise,Windows,enterprise-attack,,0,12,12,0.005494505494505494,0.0,0.005494505494505494,0.0,0.0,0
malware--9b19d6b4-cfcb-492f-8ca8-8449e7331573,MESSAGETAP,malware,S0443,enterprise,Linux,enterprise-attack,,1,8,9,0.004120879120879121,0.0004578754578754579,0.003663003663003663,1.3401655350807892e-05,0.0004578754578754579,1
malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c,RATANKBA,malware,S0241,enterprise,Windows,enterprise-attack,,1,15,16,0.007326007326007326,0.0004578754578754579,0.006868131868131868,0.0,0.0004578754578754579,0
malware--9c10cede-c0bb-4c5c-91c0-8baec30abaf6,SUGARDUMP,malware,S1042,enterprise,Windows,enterprise-attack,,1,13,14,0.00641025641025641,0.0004578754578754579,0.005952380952380952,0.0,0.0004578754578754579,0
malware--9c629607-03e4-4952-b481-2d54221d2783,XLoader,malware,S1207,enterprise,Windows,enterprise-attack,,0,28,28,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0,0
malware--9ca488bd-9587-48ef-b923-1743523e63b2,SOUNDBITE,malware,S0157,enterprise,Windows,enterprise-attack,,1,5,6,0.002747252747252747,0.0004578754578754579,0.0022893772893772895,0.0,0.0004578754578754579,0
malware--9dbdadb6-fdbf-490f-a35f-38762d06a0d2,BADCALL,malware,S0245,enterprise,Windows,enterprise-attack,,1,8,9,0.004120879120879121,0.0004578754578754579,0.003663003663003663,0.0,0.0004578754578754579,0
malware--9e2bba94-950b-4fcf-8070-cb3f816c5f4e,hcdLoader,malware,S0071,enterprise,Windows,enterprise-attack,,1,2,3,0.0013736263736263735,0.0004578754578754579,0.0009157509157509158,0.0,0.0004578754578754579,0
malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe,Nidiran,malware,S0118,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,0
malware--9ea525fa-b0a9-4dde-84f2-bcea0137b3c1,MoonWind,malware,S0149,enterprise,Windows,enterprise-attack,,0,15,15,0.006868131868131868,0.0,0.006868131868131868,0.0,0.0,0
malware--9fd4e24b-3b12-4c7c-925f-226e2e3c3758,CorKLOG,malware,S1235,enterprise,Windows,enterprise-attack,,1,8,9,0.004120879120879121,0.0004578754578754579,0.003663003663003663,0.0,0.0004578754578754579,0
malware--a020a61c-423f-4195-8c46-ba1d21abba37,Ryuk,malware,S0446,enterprise,Windows,enterprise-attack | ics-attack,,2,23,25,0.011446886446886446,0.0009157509157509158,0.010531135531135532,4.6898849864951556e-05,0.0009157509157509158,0
malware--a04d9a4c-bb52-40bf-98ec-e350c2d6a862,Cryptoistic,malware,S0498,enterprise,macOS,enterprise-attack,,1,7,8,0.003663003663003663,0.0004578754578754579,0.003205128205128205,0.0,0.0004578754578754579,0
malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a,HermeticWiper,malware,S0697,enterprise,Windows,enterprise-attack,,0,26,26,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,0
malware--a0ebedca-d558-4e48-8ff7-4bf76208d90c,ABK,malware,S0469,enterprise,Windows,enterprise-attack,,1,7,8,0.003663003663003663,0.0004578754578754579,0.003205128205128205,0.0,0.0004578754578754579,0
malware--a19c1197-9414-46e3-986f-0f609ff4a46b,Pysa,malware,S0583,enterprise,Windows,enterprise-attack,,0,16,16,0.007326007326007326,0.0,0.007326007326007326,0.0,0.0,1
malware--a19c49aa-36fe-4c05-b817-23e1c7a7d085,Wiper,malware,S0041,enterprise,,enterprise-attack,,0,1,1,0.0004578754578754579,0.0,0.0004578754578754579,0.0,0.0,1
malware--a2282af0-f9dd-4373-9b92-eaf9e11e0c71,Final1stspy,malware,S0355,enterprise,Windows,enterprise-attack,,1,6,7,0.003205128205128205,0.0004578754578754579,0.002747252747252747,0.0,0.0004578754578754579,0
malware--a36eedea-9523-4abb-96e8-205f171ee763,MgBot,malware,S1146,enterprise,Windows,enterprise-attack,,1,17,18,0.008241758241758242,0.0004578754578754579,0.007783882783882784,0.0,0.0004578754578754579,1
malware--a394448a-4576-41b8-81cc-9b61abad94ab,ccf32,malware,S1043,enterprise,Windows,enterprise-attack,,1,12,13,0.005952380952380952,0.0004578754578754579,0.005494505494505494,0.0,0.0004578754578754579,1
malware--a43e55c9-0b7c-42c0-81de-b7a42d724db9,Kapeka,malware,S1190,enterprise,Windows,enterprise-attack,,1,14,15,0.006868131868131868,0.0004578754578754579,0.00641025641025641,0.0,0.0004578754578754579,0
malware--a4578560-42cf-4075-9fa2-056f0058c881,LockBit 2.0,malware,S1199,enterprise,Windows,enterprise-attack,,0,26,26,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,0
malware--a49725db-4a55-44cd-aefa-78b35d2d8641,OilCheck,malware,S1171,enterprise,Windows,enterprise-attack,,1,3,4,0.0018315018315018315,0.0004578754578754579,0.0013736263736263735,0.0,0.0004578754578754579,4
malware--a4f57468-fbd5-49e4-8476-52088220b92d,Zebrocy,malware,S0251,enterprise,Windows,enterprise-attack,,1,31,32,0.014652014652014652,0.0004578754578754579,0.014194139194139194,0.0,0.0004578754578754579,0
malware--a545456a-f9a7-47ad-9ea6-8b017def38d1,Pandora,malware,S0664,enterprise,Windows,enterprise-attack,,2,13,15,0.006868131868131868,0.0009157509157509158,0.005952380952380952,0.0,0.0009157509157509158,0
malware--a5528622-3a8a-4633-86ce-8cdaf8423858,FinFisher,malware,S0182,enterprise,Windows | Android,enterprise-attack | mobile-attack,,1,27,28,0.01282051282051282,0.0004578754578754579,0.012362637362637362,0.0,0.0004578754578754579,2
malware--a5575606-9b85-4e3d-9cd2-40ef30e3672d,SpeakUp,malware,S0374,enterprise,Linux | macOS,enterprise-attack,,0,15,15,0.006868131868131868,0.0,0.006868131868131868,0.0,0.0,1
malware--a5789a26-2b7b-4b2d-a25f-31182468d4bb,LunarMail,malware,S1142,enterprise,Windows,enterprise-attack,,1,17,18,0.008241758241758242,0.0004578754578754579,0.007783882783882784,0.0,0.0004578754578754579,0
